nome_geografico,categoria,classe,uf,latitude,longitude
Córrego da Pratinha,HID,Trecho_Drenagem,ES,-210.791,-413.252
Córrego da Preguiça,HID,Trecho_Drenagem,ES,-183.502,-399.339
Córrego da Preguiça,HID,Trecho_Drenagem,ES,-183.795,-399.677
Córrego da Preguiça,HID,Trecho_Drenagem,ES,-183.471,-399.074
Córrego da Preguiça,HID,Trecho_Drenagem,ES,-18.364,-399.529
Córrego da Preguiça,HID,Trecho_Drenagem,ES,-183.489,-399.138
Córrego da Preguiça,HID,Trecho_Drenagem,ES,-183.386,-398.869
Córrego da Preguiça,HID,Trecho_Drenagem,ES,-196.537,-410.978
Córrego da Queimada,HID,Trecho_Drenagem,ES,-208.852,-41.502
Córrego da Quizomba,HID,Trecho_Drenagem,ES,-202.832,-414.024
Córrego da Quizomba,HID,Trecho_Drenagem,ES,-202.717,-41.407
Córrego da Quizomba,HID,Trecho_Drenagem,ES,-202.733,-413.942
Córrego da Rapadura,HID,Trecho_Drenagem,ES,-18.682,-405.836
Córrego da Rapadura,HID,Trecho_Drenagem,ES,-186.973,-405.766
Córrego da Rapadura,HID,Trecho_Drenagem,ES,-186.649,-405.865
Córrego da Redonda,HID,Trecho_Drenagem,ES,-205.801,-418.205
Córrego da Represa,HID,Trecho_Drenagem,ES,-186.802,-398.375
Córrego da Represa,HID,Trecho_Drenagem,ES,-186.603,-397.964
Córrego da Represa,HID,Trecho_Drenagem,ES,-186.703,-398.058
Córrego da Represa,HID,Trecho_Drenagem,ES,-186.778,-398.362
Córrego da Represa,HID,Trecho_Drenagem,ES,-186.736,-398.225
Córrego da Represa,HID,Trecho_Drenagem,ES,-186.754,-398.338
Córrego da Represinha,HID,Trecho_Drenagem,ES,-201.369,-409.687
Córrego da Reserva,HID,Trecho_Drenagem,ES,-204.443,-416.118
Córrego da Ribeira,HID,Trecho_Drenagem,ES,-203.975,-40.478
Córrego da Ribeira,HID,Trecho_Drenagem,ES,-203.781,-404.514
Córrego da Ribeira,HID,Trecho_Drenagem,ES,-203.596,-404.555
Córrego da Ribeira,HID,Trecho_Drenagem,ES,-203.915,-404.705
Córrego da Rocha,HID,Trecho_Drenagem,ES,-200.515,-40.515
Córrego da Roseira,HID,Trecho_Drenagem,ES,-182.782,-405.985
Córrego da Roseira,HID,Trecho_Drenagem,ES,-182.612,-406.064
Córrego da Roseira,HID,Trecho_Drenagem,ES,-182.954,-405.929
Córrego das Almas,HID,Trecho_Drenagem,ES,-197.885,-402.268
Córrego das Almas,HID,Trecho_Drenagem,ES,-197.968,-402.303
Córrego das Almas,HID,Trecho_Drenagem,ES,-198.122,-402.408
Córrego das Almas,HID,Trecho_Drenagem,ES,-183.606,-410.211
Córrego da Samambaia,HID,Trecho_Drenagem,ES,-182.393,-399.545
Córrego da Samambaia,HID,Trecho_Drenagem,ES,-182.654,-399.463
Córrego da Samambaia,HID,Trecho_Drenagem,ES,-182.822,-399.423
Córrego da Samambaia,HID,Trecho_Drenagem,ES,-182.304,-399.544
Córrego da Samambaia,HID,Trecho_Drenagem,ES,-182.156,-399.459
Córrego da Samambaia,HID,Trecho_Drenagem,ES,-182.283,-39.947
Córrego da Samambaia,HID,Trecho_Drenagem,ES,-182.513,-399.546
Córrego das Andorinhas,HID,Trecho_Drenagem,ES,-189.147,-409.478
Córrego da Saudade,HID,Trecho_Drenagem,ES,-207.053,-415.724
Córrego da Saudade,HID,Trecho_Drenagem,ES,-206.903,-415.552
Córrego da Saudade,HID,Trecho_Drenagem,ES,-206.828,-415.502
Córrego da Saudade,HID,Trecho_Drenagem,ES,-206.755,-415.282
Córrego da Saudade,HID,Trecho_Drenagem,ES,-207.009,-415.622
Córrego da Saudade,HID,Trecho_Drenagem,ES,-206.785,-41.542
Córrego da Saudade,HID,Trecho_Drenagem,ES,-206.727,-415.211
Córrego da Saúde,HID,Trecho_Drenagem,ES,-195.151,-406.925
Córrego da Saúde,HID,Trecho_Drenagem,ES,-19.53,-406.965
Córrego da Saúde,LOC,Aglomerado_Rural_Isolado,ES,-197.042,-406.165
Córrego das Bestas,HID,Trecho_Drenagem,ES,-18.375,-39.893
Córrego das Bestas,HID,Trecho_Drenagem,ES,-183.715,-398.549
Córrego das Capangas,HID,Trecho_Drenagem,ES,-195.871,-401.641
Córrego das Capangas,HID,Trecho_Drenagem,ES,-196.091,-401.813
Córrego da Serra,HID,Trecho_Drenagem,ES,-210.656,-414.036
Córrego da Serra,HID,Trecho_Drenagem,ES,-18.727,-404.184
Córrego da Serra,HID,Trecho_Drenagem,ES,-188.326,-403.145
Córrego da Serra,HID,Trecho_Drenagem,ES,-188.411,-403.151
Córrego da Serra,HID,Trecho_Drenagem,ES,-185.776,-398.903
Córrego da Serra,HID,Trecho_Drenagem,ES,-187.545,-404.301
Córrego da Serra,HID,Trecho_Drenagem,ES,-187.634,-404.315
Córrego da Serra,HID,Trecho_Drenagem,ES,-20.598,-40.512
Córrego da Serra,HID,Trecho_Drenagem,ES,-210.637,-413.747
Córrego da Serra,HID,Trecho_Drenagem,ES,-188.247,-403.158
Córrego da Serra,HID,Trecho_Drenagem,ES,-188.123,-40.32
Córrego da Serra,HID,Trecho_Drenagem,ES,-187.117,-403.969
Córrego da Serra,HID,Trecho_Drenagem,ES,-188.192,-403.193
Córrego da Serra,HID,Trecho_Drenagem,ES,-185.678,-398.595
Córrego das Flores,HID,Trecho_Drenagem,ES,-210.835,-412.314
Córrego das Flores,HID,Trecho_Drenagem,ES,-190.091,-407.958
Córrego das Flores,HID,Trecho_Drenagem,ES,-190.129,-407.913
Córrego das Flores,HID,Trecho_Drenagem,ES,-192.029,-405.408
Córrego das Flores,HID,Trecho_Drenagem,ES,-188.206,-411.175
Córrego das Flores,HID,Trecho_Drenagem,ES,-188.414,-411.006
Córrego das Flores,HID,Trecho_Drenagem,ES,-187.507,-405.615
Córrego das Flores,HID,Trecho_Drenagem,ES,-188.057,-411.304
Córrego das Flores,HID,Trecho_Drenagem,ES,-191.918,-405.213
Córrego das Flores,HID,Trecho_Drenagem,ES,-188.405,-410.778
Córrego das Flores,HID,Trecho_Drenagem,ES,-200.045,-40.998
Córrego das Flores,HID,Trecho_Drenagem,ES,-200.029,-410.058
Córrego das Flores,HID,Trecho_Drenagem,ES,-210.428,-412.278
Córrego das Flores,HID,Trecho_Drenagem,ES,-210.791,-412.332
Córrego das Flores,HID,Trecho_Drenagem,ES,-210.735,-412.311
Córrego das Flores,HID,Trecho_Drenagem,ES,-185.395,-405.581
Córrego das Flores,LOC,Aglomerado_Rural_Isolado,ES,-190.144,-407.898
Córrego das Freiras,HID,Trecho_Drenagem,ES,-198.526,-403.917
Córrego das Galinhas,HID,Trecho_Drenagem,ES,-206.651,-413.176
Córrego das Laranjeiras,HID,Trecho_Drenagem,ES,-206.709,-414.761
Córrego das Laranjeiras,HID,Trecho_Drenagem,ES,-206.486,-414.505
Córrego das Laranjeiras,HID,Trecho_Drenagem,ES,-20.659,-414.656
Córrego das Laranjeiras,HID,Trecho_Drenagem,ES,-206.741,-414.872
Córrego das Moças,HID,Trecho_Drenagem,ES,-183.439,-407.201
Córrego das Moças,HID,Trecho_Drenagem,ES,-183.522,-407.226
Córrego das Moças,HID,Trecho_Drenagem,ES,-183.277,-407.305
Córrego das Moças,HID,Trecho_Drenagem,ES,-183.079,-407.341
Córrego das Moças,HID,Trecho_Drenagem,ES,-183.365,-407.211
Córrego das Moendas,HID,Trecho_Drenagem,ES,-186.506,-397.843
Córrego das Moendas,HID,Trecho_Drenagem,ES,-18.687,-398.247
Córrego das Moendas,HID,Trecho_Drenagem,ES,-186.799,-398.042
Córrego das Moendas,HID,Trecho_Drenagem,ES,-186.365,-397.782
Córrego das Moendas,HID,Trecho_Drenagem,ES,-186.227,-39.773
Córrego das Nuvens,HID,Trecho_Drenagem,ES,-190.745,-401.864
Córrego das Nuvens,HID,Trecho_Drenagem,ES,-190.688,-401.597
Córrego das Nuvens,HID,Trecho_Drenagem,ES,-190.702,-401.786
Córrego das Palmeiras,HID,Trecho_Drenagem,ES,-208.821,-413.812
Córrego das Palmeiras,HID,Trecho_Drenagem,ES,-208.929,-413.913
Córrego das Palminhas,HID,Trecho_Drenagem,ES,-193.861,-402.304
Córrego das Palminhas,HID,Trecho_Drenagem,ES,-193.926,-40.245
Córrego das Palminhas,HID,Trecho_Drenagem,ES,-193.871,-402.199
Córrego das Palminhas,HID,Trecho_Drenagem,ES,-193.922,-402.187
Córrego das Palminhas,HID,Trecho_Drenagem,ES,-193.973,-402.137
Córrego das Palminhas,HID,Trecho_Drenagem,ES,-194.063,-402.079
Córrego das Pedras,HID,Trecho_Drenagem,ES,-206.805,-416.603
Córrego das Pedras,HID,Trecho_Drenagem,ES,-190.164,-408.617
Córrego das Pedras,HID,Trecho_Drenagem,ES,-18.873,-39.891
Córrego das Pedras,HID,Trecho_Drenagem,ES,-190.077,-408.563
Córrego das Pedras,HID,Trecho_Drenagem,ES,-200.889,-409.077
Córrego das Pedras,HID,Trecho_Drenagem,ES,-183.943,-411.607
Córrego das Pedras,HID,Trecho_Drenagem,ES,-188.744,-409.583
Córrego das Pedras,HID,Trecho_Drenagem,ES,-192.337,-407.651
Córrego das Pedras,HID,Trecho_Drenagem,ES,-207.276,-411.164
Córrego das Pedras,HID,Trecho_Drenagem,ES,-193.289,-400.636
Córrego das Pedras,HID,Trecho_Drenagem,ES,-19.356,-400.027
Córrego das Pedras,HID,Trecho_Drenagem,ES,-193.525,-400.056
Córrego das Pedras,HID,Trecho_Drenagem,ES,-207.001,-416.684
Córrego das Pedras,HID,Trecho_Drenagem,ES,-193.427,-400.418
Córrego das Pedras,HID,Trecho_Drenagem,ES,-188.904,-40.973
Córrego das Pedras,HID,Trecho_Drenagem,ES,-193.454,-40.013
Córrego das Pedras,HID,Trecho_Drenagem,ES,-193.428,-400.257
Córrego das Pedras,HID,Trecho_Drenagem,ES,-190.101,-408.439
Córrego das Pedras,HID,Trecho_Drenagem,ES,-188.842,-398.515
Córrego das Pedras,HID,Trecho_Drenagem,ES,-200.889,-409.133
Córrego das Pedras,HID,Trecho_Drenagem,ES,-200.938,-40.931
Córrego das Pedras,HID,Trecho_Drenagem,ES,-189.032,-398.284
Córrego das Pedras,HID,Trecho_Drenagem,ES,-193.341,-400.578
Córrego das Pedras,HID,Trecho_Drenagem,ES,-193.252,-400.663
Córrego das Pedras,HID,Trecho_Drenagem,ES,-190.018,-408.398
Córrego das Pedrinhas,HID,Trecho_Drenagem,ES,-188.915,-409.588
Córrego das Perobas,HID,Trecho_Drenagem,ES,-20.432,-416.079
Córrego das Perobas,HID,Trecho_Drenagem,ES,-20.973,-416.658
Córrego das Perobas,HID,Trecho_Drenagem,ES,-19.806,-410.822
Córrego das Perobas,HID,Trecho_Drenagem,ES,-198.127,-410.699
Córrego das Perobas,HID,Trecho_Drenagem,ES,-204.265,-416.288
Córrego das Piabas,HID,Trecho_Drenagem,ES,-186.153,-39.87
Córrego das Piabas,HID,Trecho_Drenagem,ES,-18.59,-397.975
Córrego das Piabas,HID,Trecho_Drenagem,ES,-185.973,-398.161
Córrego das Piabas,HID,Trecho_Drenagem,ES,-185.859,-39.776
Córrego das Piabas,HID,Trecho_Drenagem,ES,-195.665,-407.306
Córrego das Piabas,HID,Trecho_Drenagem,ES,-18.611,-398.425
Córrego das Piabas,HID,Trecho_Drenagem,ES,-195.775,-407.222
Córrego das Piabas,HID,Trecho_Drenagem,ES,-195.949,-407.171
Córrego das Preguiças,HID,Trecho_Drenagem,ES,-196.457,-403.149
Córrego das Preguiças,HID,Trecho_Drenagem,ES,-196.289,-403.183
Córrego da Taquara,HID,Trecho_Drenagem,ES,-201.557,-410.007
Córrego da Teresa,HID,Trecho_Drenagem,ES,-185.572,-397.926
Córrego da Teresa,HID,Trecho_Drenagem,ES,-18.555,-397.653
Córrego da Teresa,HID,Trecho_Drenagem,ES,-185.681,-397.543
Córrego da Tia Velha,HID,Trecho_Drenagem,ES,-203.157,-415.685
Córrego da Tia Velha,HID,Trecho_Drenagem,ES,-203.157,-415.536
Córrego da Tia Velha,HID,Trecho_Drenagem,ES,-203.253,-415.928
Córrego da Toca,HID,Trecho_Drenagem,ES,-206.396,-412.165
Córrego da Toca,HID,Trecho_Drenagem,ES,-206.404,-412.313
Córrego da Toca,HID,Trecho_Drenagem,ES,-206.412,-412.086
Córrego da Traíra,HID,Trecho_Drenagem,ES,-195.662,-409.609
Córrego da Traíra,HID,Trecho_Drenagem,ES,-195.698,-409.492
Córrego da Traíra,HID,Trecho_Drenagem,ES,-195.771,-409.384
Córrego da Travessia,LOC,Aglomerado_Rural_Isolado,ES,-183.799,-405.528
Córrego da Trindade,HID,Trecho_Drenagem,ES,-21.144,-415.383
Córrego da Trindade,HID,Trecho_Drenagem,ES,-211.729,-415.581
Córrego da Trindade,HID,Trecho_Drenagem,ES,-211.581,-415.549
Córrego da Trindade,HID,Trecho_Drenagem,ES,-211.336,-415.262
Córrego da União,HID,Trecho_Drenagem,ES,-204.361,-409.179
Córrego da União,HID,Trecho_Drenagem,ES,-204.231,-409.022
Córrego da Vaca,HID,Trecho_Drenagem,ES,-182.625,-39.917
Córrego da Vaca,HID,Trecho_Drenagem,ES,-182.931,-398.986
Córrego da Vaca,HID,Trecho_Drenagem,ES,-182.682,-399.077
Córrego da Vaca,HID,Trecho_Drenagem,ES,-182.701,-399.027
Córrego da Vadiação,HID,Trecho_Drenagem,ES,-202.995,-407.663
Córrego da Vargem,HID,Trecho_Drenagem,ES,-195.928,-404.312
Córrego da Vargem,HID,Trecho_Drenagem,ES,-196.113,-404.269
Córrego da Vargem,HID,Trecho_Drenagem,ES,-190.416,-407.897
Córrego da Vargem,HID,Trecho_Drenagem,ES,-190.459,-407.679
Córrego da Vazante,HID,Trecho_Drenagem,ES,-209.367,-410.209
Córrego da Vazante,HID,Trecho_Drenagem,ES,-209.338,-410.316
Córrego da Vazante,HID,Trecho_Drenagem,ES,-195.049,-405.604
Córrego da Vazante,HID,Trecho_Drenagem,ES,-20.961,-410.712
Córrego da Vazante,HID,Trecho_Drenagem,ES,-194.949,-405.713
Córrego da Vazante,HID,Trecho_Drenagem,ES,-209.359,-41.044
Córrego da Vazante,HID,Trecho_Drenagem,ES,-209.395,-410.531
Córrego da Vazante,HID,Trecho_Drenagem,ES,-209.431,-410.522
Córrego da Vazante,HID,Trecho_Drenagem,ES,-195.112,-405.637
Córrego da Vazante,HID,Trecho_Drenagem,ES,-209.374,-410.272
Córrego da Vazante,HID,Trecho_Drenagem,ES,-209.336,-410.205
Córrego da Vila,HID,Trecho_Drenagem,ES,-202.263,-417.506
Córrego da Vista Alegre,HID,Trecho_Drenagem,ES,-203.907,-414.417
Córrego da Vista Alegre,HID,Trecho_Drenagem,ES,-20.384,-415.058
Córrego da Vista Alegre,HID,Trecho_Drenagem,ES,-20.4,-414.306
Córrego da Vista Alegre,HID,Trecho_Drenagem,ES,-203.833,-415.022
Córrego da Vista Alegre,HID,Trecho_Drenagem,ES,-203.916,-414.542
Córrego da Vista Alegre,HID,Trecho_Drenagem,ES,-203.863,-414.946
Córrego da Vista Alegre,HID,Trecho_Drenagem,ES,-203.788,-414.887
Córrego da Vista Alegre,HID,Trecho_Drenagem,ES,-203.842,-414.779
Córrego da Vista Alegre,HID,Trecho_Drenagem,ES,-203.864,-415.117
Córrego da Vista Alegre,HID,Trecho_Drenagem,ES,-203.779,-414.836
Córrego da Vista Alegre,HID,Trecho_Drenagem,ES,-203.958,-414.327
Córrego da Vista Alegre,HID,Trecho_Drenagem,ES,-203.667,-414.875
Córrego da Vista Alegre,HID,Trecho_Drenagem,ES,-203.921,-414.364
Córrego da Volta Escura,HID,Trecho_Drenagem,ES,-186.927,-399.084
Córrego de Abraão,HID,Trecho_Drenagem,ES,-204.256,-414.969
Córrego de Abraão,HID,Trecho_Drenagem,ES,-204.207,-41.488
Córrego de Abraão,HID,Trecho_Drenagem,ES,-204.292,-414.993
Córrego de Água,HID,Trecho_Drenagem,ES,-197.079,-402.761
Córrego de Água,HID,Trecho_Drenagem,ES,-197.059,-40.237
Córrego de Água de Cima,HID,Trecho_Drenagem,ES,-196.919,-402.704
Corrego de Areia,LOC,Aglomerado_Rural_Isolado,ES,-186.314,-402.785
Córrego de Areia,HID,Trecho_Drenagem,ES,-183.493,-405.085
Córrego de Areia,HID,Trecho_Drenagem,ES,-183.267,-405.041
Córrego de Areia,HID,Trecho_Drenagem,ES,-183.075,-405.039
Córrego de Areia,HID,Trecho_Drenagem,ES,-183.145,-405.058
Córrego de Areia,HID,Trecho_Drenagem,ES,-183.193,-405.051
Córrego de Areia,HID,Trecho_Drenagem,ES,-182.772,-405.027
Córrego de Areia,HID,Trecho_Drenagem,ES,-182.794,-405.031
Córrego de Areia,HID,Trecho_Drenagem,ES,-183.327,-405.055
Córrego de Areia,HID,Trecho_Drenagem,ES,-183.354,-405.076
Córrego de Areia,HID,Trecho_Drenagem,ES,-183.729,-405.142
Córrego de Areia,HID,Trecho_Drenagem,ES,-182.919,-405.015
Córrego de Baixo,HID,Trecho_Drenagem,ES,-187.588,-404.463
Córrego de Catuá de Baixo,HID,Trecho_Drenagem,ES,-19.557,-405.151
Córrego de Catuá de Cima,HID,Trecho_Drenagem,ES,-195.487,-405.656
Córrego de Catuá de Cima,HID,Trecho_Drenagem,ES,-195.662,-405.623
Córrego de Cima,HID,Trecho_Drenagem,ES,-202.174,-408.553
Córrego de Cima,HID,Trecho_Drenagem,ES,-202.304,-408.302
Córrego de Fátima,HID,Trecho_Drenagem,ES,-189.033,-401.805
Córrego de Flores,HID,Trecho_Drenagem,ES,-206.453,-415.666
Córrego de Joaçuba,HID,Trecho_Drenagem,ES,-184.247,-406.879
Córrego Demétrio Ribeiro,HID,Trecho_Drenagem,ES,-19.742,-404.216
Córrego Demétrio Ribeiro,HID,Trecho_Drenagem,ES,-197.473,-404.001
Córrego Demétrio Ribeiro,HID,Trecho_Drenagem,ES,-197.525,-403.853
Córrego Demétrio Ribeiro,HID,Trecho_Drenagem,ES,-19.738,-404.148
Córrego Deodato,HID,Trecho_Drenagem,ES,-188.559,-410.286
Córrego Deolindo,HID,Trecho_Drenagem,ES,-189.032,-400.636
Córrego Deolindo,HID,Trecho_Drenagem,ES,-189.118,-40.035
Córrego de Porto Alegre,HID,Trecho_Drenagem,ES,-195.158,-405.198
Córrego de Porto Alegre,HID,Trecho_Drenagem,ES,-195.189,-405.216
Córrego de Porto Alegre,HID,Trecho_Drenagem,ES,-195.377,-405.228
Córrego de Rio Bonito,HID,Trecho_Drenagem,ES,-191.961,-404.746
Córrego de Rio Bonito,HID,Trecho_Drenagem,ES,-191.562,-404.638
Córrego de Rio Bonito,HID,Trecho_Drenagem,ES,-192.227,-404.653
Córrego de Rio Bonito,HID,Trecho_Drenagem,ES,-191.812,-404.756
Córrego Desengano,HID,Trecho_Drenagem,ES,-190.577,-410.348
Córrego Desengano,HID,Trecho_Drenagem,ES,-196.093,-409.457
Córrego Desengano,HID,Trecho_Drenagem,ES,-208.619,-412.567
Córrego Desengano,HID,Trecho_Drenagem,ES,-208.688,-412.652
Córrego Desengano,HID,Trecho_Drenagem,ES,-208.753,-412.717
Córrego Desengano,HID,Trecho_Drenagem,ES,-195.889,-403.785
Córrego Desengano,HID,Trecho_Drenagem,ES,-208.139,-416.734
Córrego Desengano,HID,Trecho_Drenagem,ES,-196.027,-403.542
Córrego Desengano,HID,Trecho_Drenagem,ES,-208.537,-412.473
Córrego Desengano,HID,Trecho_Drenagem,ES,-195.981,-403.581
Córrego Desengano,HID,Trecho_Drenagem,ES,-195.877,-403.668
Córrego Desengano,HID,Trecho_Drenagem,ES,-208.227,-416.823
Córrego Desengano,HID,Trecho_Drenagem,ES,-196.304,-40.984
Córrego Desengano,HID,Trecho_Drenagem,ES,-196.034,-40.343
Córrego Desengano,HID,Trecho_Drenagem,ES,-196.163,-40.935
Córrego Desengano,HID,Trecho_Drenagem,ES,-196.062,-403.321
Córrego Desengano,HID,Trecho_Drenagem,ES,-196.155,-40.323
Córrego Desengano,HID,Trecho_Drenagem,ES,-205.303,-413.152
Córrego Desengano,HID,Trecho_Drenagem,ES,-19.608,-409.564
Córrego Desengano,HID,Trecho_Drenagem,ES,-196.247,-403.154
Córrego Desengano,HID,Trecho_Drenagem,ES,-196.143,-409.677
Córrego Desengano,HID,Trecho_Drenagem,ES,-196.257,-403.046
Córrego Deserto,HID,Trecho_Drenagem,ES,-205.806,-408.862
Córrego Deserto,HID,Trecho_Drenagem,ES,-204.716,-40.65
Córrego Deserto Feliz,HID,Trecho_Drenagem,ES,-209.505,-411.755
Córrego Destacada,HID,Trecho_Drenagem,ES,-200.289,-403.375
Córrego Destacada,HID,Trecho_Drenagem,ES,-200.055,-403.475
Córrego Destacada,HID,Trecho_Drenagem,ES,-200.191,-403.427
Córrego Destino,HID,Trecho_Drenagem,ES,-187.245,-403.895
Córrego Destino,HID,Trecho_Drenagem,ES,-187.263,-403.873
Córrego Destino,HID,Trecho_Drenagem,ES,-187.441,-404.088
Córrego Destino,HID,Trecho_Drenagem,ES,-187.277,-403.951
Córrego Destino,HID,Trecho_Drenagem,ES,-187.246,-403.826
Córrego Destino,HID,Trecho_Drenagem,ES,-18.725,-403.789
Córrego Dez de Fevereiro,HID,Trecho_Drenagem,ES,-193.347,-40.345
Córrego Dez de Fevereiro,HID,Trecho_Drenagem,ES,-19.347,-40.354
Córrego Dez de Fevereiro,HID,Trecho_Drenagem,ES,-193.241,-403.527
Córrego Dias,HID,Trecho_Drenagem,ES,-189.503,-409.883
Córrego Dionísio,HID,Trecho_Drenagem,ES,-189.368,-409.633
Córrego Dionísio,HID,Trecho_Drenagem,ES,-18.935,-409.716
Córrego Dionísio,HID,Trecho_Drenagem,ES,-189.311,-409.835
Córrego Divino,HID,Trecho_Drenagem,ES,-191.723,-405.448
Córrego Divino,HID,Trecho_Drenagem,ES,-191.908,-405.507
Córrego Divino,HID,Trecho_Drenagem,ES,-19.013,-409.497
Córrego Divisa,HID,Trecho_Drenagem,ES,-191.181,-405.626
Córrego Divisa,HID,Trecho_Drenagem,ES,-191.037,-405.522
Córrego Divisa,HID,Trecho_Drenagem,ES,-191.309,-405.728
Córrego do Abacaxi,HID,Trecho_Drenagem,ES,-204.228,-411.868
Córrego do Abacaxi,HID,Trecho_Drenagem,ES,-204.111,-411.809
Córrego do Acácio,HID,Trecho_Drenagem,ES,-184.816,-409.926
Córrego do Acácio,HID,Trecho_Drenagem,ES,-184.812,-409.891
Córrego do Acácio,HID,Trecho_Drenagem,ES,-184.823,-409.959
Córrego do Açude,HID,Trecho_Drenagem,ES,-211.018,-414.772
Córrego do Açude,HID,Trecho_Drenagem,ES,-18.246,-408.953
Córrego do Açude,HID,Trecho_Drenagem,ES,-210.984,-414.893
Córrego do Alcino,HID,Trecho_Drenagem,ES,-192.293,-406.985
Córrego do Alcino,HID,Trecho_Drenagem,ES,-192.169,-406.737
Córrego do Alegre,HID,Trecho_Drenagem,ES,-191.998,-40.11
Córrego do Alegre,HID,Trecho_Drenagem,ES,-191.905,-401.354
Córrego do Alegre,HID,Trecho_Drenagem,ES,-19.196,-399.971
Córrego do Alegre,HID,Trecho_Drenagem,ES,-191.985,-399.939
Córrego do Alegre,HID,Trecho_Drenagem,ES,-192.056,-400.727
Córrego do Alegre,HID,Trecho_Drenagem,ES,-192.009,-400.223
Córrego do Alexandre,HID,Trecho_Drenagem,ES,-185.635,-397.657
Córrego do Almeida,HID,Trecho_Drenagem,ES,-188.823,-40.501
Córrego do Almoço,HID,Trecho_Drenagem,ES,-194.755,-407.571
Córrego do Alvino,HID,Trecho_Drenagem,ES,-182.851,-409.534
Córrego do Alvino,HID,Trecho_Drenagem,ES,-182.877,-409.701
Córrego do Alvino,HID,Trecho_Drenagem,ES,-182.921,-409.591
Córrego do Apolinário,HID,Trecho_Drenagem,ES,-207.332,-416.413
Córrego do Argeu,HID,Trecho_Drenagem,ES,-194.447,-406.564
Córrego do Arrenpendido,HID,Trecho_Drenagem,ES,-19.939,-411.445
Córrego do Arrenpendido,HID,Trecho_Drenagem,ES,-199.058,-411.591
Córrego do Arrenpendido,HID,Trecho_Drenagem,ES,-19.921,-411.464
Córrego do Arrenpendido,HID,Trecho_Drenagem,ES,-199.457,-411.395
Córrego do Arrenpendido,HID,Trecho_Drenagem,ES,-199.183,-411.475
Córrego do Arrenpendido,HID,Trecho_Drenagem,ES,-199.158,-411.473
Córrego do Arrenpendido,HID,Trecho_Drenagem,ES,-199.294,-411.458
Córrego do Arrenpendido,HID,Trecho_Drenagem,ES,-199.404,-411.394
Córrego do Arrenpendido,HID,Trecho_Drenagem,ES,-199.132,-411.498
Córrego do Arroz,HID,Trecho_Drenagem,ES,-212.363,-409.952
Córrego do Arroz,HID,Trecho_Drenagem,ES,-192.957,-400.535
Córrego do Arroz,HID,Trecho_Drenagem,ES,-19.809,-402.084
Córrego do Arroz,HID,Trecho_Drenagem,ES,-197.993,-40.193
Córrego do Arroz,HID,Trecho_Drenagem,ES,-19.312,-40.023
Córrego do Arroz,HID,Trecho_Drenagem,ES,-212.168,-40.984
Córrego do Arroz,HID,Trecho_Drenagem,ES,-193.067,-400.362
Córrego do Arroz,HID,Trecho_Drenagem,ES,-197.902,-401.783
Córrego do Arroz,HID,Trecho_Drenagem,ES,-192.806,-400.731
Córrego do Arrozal,HID,Trecho_Drenagem,ES,-207.489,-407.127
Córrego do Assombro,HID,Trecho_Drenagem,ES,-196.498,-402.354
Córrego do Aterro,HID,Trecho_Drenagem,ES,-185.067,-398.066
Córrego do Aterro,HID,Trecho_Drenagem,ES,-185.601,-397.486
Córrego do Aterro,HID,Trecho_Drenagem,ES,-185.264,-397.431
Córrego do Aterro,HID,Trecho_Drenagem,ES,-186.637,-402.349
Córrego do Aterro,HID,Trecho_Drenagem,ES,-186.507,-40.196
Córrego do Aterro,HID,Trecho_Drenagem,ES,-185.049,-398.468
Córrego do Aterro,HID,Trecho_Drenagem,ES,-185.112,-397.839
Córrego do Aterro,HID,Trecho_Drenagem,ES,-185.167,-397.545
Córrego do Aterro,HID,Trecho_Drenagem,ES,-18.594,-397.442
Córrego do Aterro,HID,Trecho_Drenagem,ES,-185.867,-397.439
Córrego do Aterro,HID,Trecho_Drenagem,ES,-18.511,-397.722
Córrego do Augusto,HID,Trecho_Drenagem,ES,-188.572,-405.074
Córrego do Augusto,HID,Trecho_Drenagem,ES,-188.546,-404.915
Córrego do Avelino,HID,Trecho_Drenagem,ES,-188.744,-406.395
Córrego do Avelino,HID,Trecho_Drenagem,ES,-18.882,-406.149
Córrego do Avelino,HID,Trecho_Drenagem,ES,-188.818,-406.321
Córrego do Azeite,HID,Trecho_Drenagem,ES,-201.717,-412.571
Córrego do Baianinho,HID,Trecho_Drenagem,ES,-186.295,-407.857
Córrego do Baiano,HID,Trecho_Drenagem,ES,-186.322,-407.725
Córrego do Baiano,HID,Trecho_Drenagem,ES,-186.458,-407.948
Córrego do Bálsamo,HID,Trecho_Drenagem,ES,-183.509,-406.334
Córrego do Bandeira,HID,Trecho_Drenagem,ES,-185.795,-404.549
Córrego do Bandeira,HID,Trecho_Drenagem,ES,-18.593,-404.638
Córrego do Bandeira,HID,Trecho_Drenagem,ES,-185.944,-404.721
Córrego do Bandeira,HID,Trecho_Drenagem,ES,-18.595,-404.671
Córrego do Bandeira,HID,Trecho_Drenagem,ES,-185.892,-404.598
Córrego do Bandeira,HID,Trecho_Drenagem,ES,-185.727,-404.424
Córrego do Bandeira,HID,Trecho_Drenagem,ES,-185.833,-404.587
Córrego do Bandeira,HID,Trecho_Drenagem,ES,-185.898,-40.462
Córrego do Bandeira,HID,Trecho_Drenagem,ES,-185.955,-404.698
